locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b1129,phoQ,0,1188316,1189776,-1,576,0.0146627565982405,1461,15,sensory histidine kinase PhoQ
b1130,phoP,0,1189776,1190447,-1,1231,0.0233050847457627,672,11,DNA-binding transcriptional dual regulator PhoP
b1131,purB,0,1190616,1191986,-1,40,0.00520291363163371,1371,5,adenylosuccinate lyase
b1132,hflD,0,1191990,1192631,-1,24,0.00222222222222222,642,1,lysogenization regulator
b1133,mnmA,0,1192667,1193773,-1,1,0.00129032258064516,1107,1,tRNA-specific 2-thiouridylase
b1134,nudJ,0,1193827,1194288,-1,11,0.0123456790123457,462,4,phosphatase NudJ
b1135,rluE,0,1194298,1194951,-1,1006,0.00655021834061135,654,3,23S rRNA pseudouridine(2457) synthase
b1136,icd,0,1195123,1196373,1,0,0,1251,0,isocitrate dehydrogenase
b1137,ymfD,0,1196867,1197532,-1,1,0.00213675213675214,666,1,e14 prophage; putative SAM-dependent methyltransferase
b1138,ymfE,0,1197533,1198237,-1,853,0.00808080808080808,705,4,e14 prophage; uncharacterized protein YmfE
b1139,lit,0,1198695,1199588,1,556,0.00798722044728434,894,5,e14 prophage; cell death peptidase Lit
b1140,intE,0,1199679,1200806,-1,3554,0.0164556962025316,1128,13,e14 prophage; putative integrase
b1141,xisE,0,1200787,1201032,-1,3,0.0172413793103448,246,3,e14 prophage; putative excisionase
b1142,ymfH,0,1201069,1201380,-1,0,0,312,0,e14 prophage; protein YmfH
b1143,ymfI,0,1201497,1201838,1,2534,0.0375,342,9,e14 prophage; protein YmfI
b1144,ymfJ,0,1201776,1202084,-1,160,0.00460829493087558,309,1,e14 prophage; protein YmfJ
b1145,ymfK,0,1202259,1202933,-1,0,0,675,0,e14 prophage; putative repressor protein YmfK
b1146,ymfT,0,1203024,1203224,1,0,0,201,0,e14 prophage; putative DNA-binding transcriptional regulator YmfT
b1147,ymfL,0,1203268,1203825,1,611,0.0153061224489796,558,6,e14 prophage; uncharacterized protein YmfL
b1148,ymfM,0,1203822,1204160,1,1644,0.0292887029288703,339,7,e14 prophage; protein YmfM
b1149,ymfN,0,1204170,1205537,1,674,0.00835073068893528,1368,8,e14 prophage; chimeric replication protein/phage terminase YmfN
b4692,oweE,0,1204170,1204403,1,31,0.00609756097560976,234,1,pseudogene
b4693,aaaE,0,1204401,1205537,1,673,0.00878293601003764,1137,7,pseudogene
b1150,ymfR,0,1205549,1205731,1,1,0.00775193798449612,183,1,e14 prophage; protein YmfR
b1151,beeE,0,1205731,1206204,1,80,0.00301204819277108,474,1,e14 prophage; putative protein BeeE
b1152,jayE,0,1206131,1206922,1,76,0.00899280575539568,792,5,pseudogene
b1153,ymfQ,0,1206913,1207497,1,841,0.0121654501216545,585,5,e14 prophage; conserved protein YmfQ
b1154,ycfK,0,1207501,1208130,1,3558,0.0203619909502262,630,9,e14 prophage; protein StfP
b1155,tfaP,0,1208132,1208545,1,1,0.00344827586206897,414,1,e14 prophage; putative tail fiber assembly protein TfaP
b1156,tfaE,0,1208517,1209119,-1,2232,0.0236406619385343,603,10,e14 prophage; putative tail fiber assembly protein TfaE
b1157,stfE,0,1209119,1209655,-1,946,0.013262599469496,537,5,pseudogene
b1158,pinE,0,1209685,1210239,1,301,0.012853470437018,555,5,e14 prophage; site-specific DNA recombinase
b1159,mcrA,0,1210346,1211179,1,414,0.00856164383561644,834,5,e14 prophage; 5-methylcytosine-specific restriction enzyme McrA
b4519,icdC,0,1211413,1211577,1,65,0.00854700854700855,165,1,pseudogene
b1160,iraM,0,1211680,1212003,-1,86,0.0043859649122807,324,1,anti-adaptor protein IraM, inhibitor of sigma(S) proteolysis
b4738,ymgK,0,1212260,1212304,-1,0,0,45,0,protein YmgK
b4739,ymgL,0,1212540,1212650,-1,0,0,111,0,protein YmgL
b1161,ycgX,0,1212703,1213107,-1,445,0.00350877192982456,405,1,uncharacterized protein YcgX
b1162,bluR,0,1213328,1214059,-1,154,0.00389105058365759,732,2,DNA-binding transcriptional repressor BluR
b1163,bluF,0,1214264,1215475,-1,438,0.00705882352941176,1212,6,blue light-responsive regulator of BluR
b1164,ycgZ,0,1215789,1216025,1,784,0.0119760479041916,237,2,putative two-component system connector protein YcgZ
b1165,ymgA,0,1216068,1216340,1,17,0.0103626943005181,273,2,putative two-component system connector protein YmgA
b1166,ariR,0,1216369,1216635,1,0,0,267,0,regulator of acid resistance, influenced by indole
b1167,ymgC,0,1216748,1216996,1,0,0,249,0,protein YmgC
b1168,pdeG,0,1217328,1218851,1,263,0.00655430711610487,1524,7,putative c-di-GMP phosphodiesterase PdeG
b4520,ymgF,0,1218983,1219201,1,0,0,219,0,inner membrane protein that interacts with cell division proteins
b4491,ycgH,0,1219601,1222248,1,4591,0.0124056094929881,2648,23,pseudogene
b1171,ymgD,0,1222305,1222634,-1,162,0.0129310344827586,330,3,PF16456 family protein YmgD
b1172,ymgG,0,1222644,1222988,-1,68,0.00411522633744856,345,1,PF13488 family protein YmgG
b4593,ymgI,0,1222990,1223163,-1,0,0,174,0,uncharacterized protein YmgI
b4594,ymgJ,0,1223264,1223449,1,484,0.0227272727272727,186,3,uncharacterized protein YmgJ
b4521,ycgI,0,1223564,1223907,1,252,0.00826446280991736,344,2,pseudogene
b1174,minE,0,1224279,1224545,-1,0,0,267,0,Z-ring positioning protein MinE
b1175,minD,0,1224549,1225361,-1,92,0.00350262697022767,813,2,Z-ring positioning protein MinD
b1176,minC,0,1225385,1226080,-1,13,0.00614754098360656,696,3,Z-ring positioning protein MinC
b1177,ycgJ,0,1226600,1226968,1,804,0.027027027027027,369,7,PF05666 family protein YcgJ
b1178,pliG,0,1227071,1227472,-1,1142,0.0354609929078014,402,10,inhibitor of g-type lysozyme
b1179,ycgL,0,1227681,1228007,1,722,0.0131004366812227,327,3,PF05166 family protein YcgL
b1180,ycgM,0,1228079,1228738,1,212,0.00865800865800866,660,4,putative isomerase/hydrolase
b1181,ycgN,0,1228815,1229276,1,312,0.00925925925925926,462,3,PF03693 family protein YcgN
b1182,hlyE,0,1229483,1230394,-1,822,0.0140625,912,9,hemolysin E
b1183,umuD,0,1230767,1231186,1,142,0.0136054421768707,420,4,DNA polymerase V protein UmuD
b1184,umuC,0,1231186,1232454,1,1301,0.0134983127109111,1269,12,DNA polymerase V catalytic protein
b1185,dsbB,0,1232500,1233030,-1,0,0,531,0,protein thiol:quinone oxidoreductase DsbB
b1186,nhaB,0,1233176,1234717,-1,803,0.00555555555555556,1542,6,Na(+):H(+) antiporter NhaB
b1187,fadR,0,1234938,1235657,1,168,0.00793650793650794,720,4,DNA-binding transcriptional dual regulator FadR
b1188,ycgB,0,1235709,1237241,-1,924,0.0176744186046512,1533,19,PF04293 family protein YcgB
b1189,dadA,0,1237571,1238869,1,1050,0.00548847420417124,1299,5,D-amino acid dehydrogenase
b1190,dadX,0,1238879,1239949,1,32,0.00932090545938748,1071,7,alanine racemase 2
b4740,ymgM,0,1240260,1240463,1,150,0.0138888888888889,204,2,protein YmgM
b1191,cvrA,0,1240335,1242071,-1,4028,0.0180772391125719,1737,22,putative K(+):H(+) antiporter
b1192,ldcA,0,1242166,1243080,-1,423,0.0015600624024961,915,1,murein L,D-carboxypeptidase
b1193,emtA,0,1243180,1243791,1,1200,0.00930232558139535,612,4,lytic murein transglycosylase E
b1194,ycgR,0,1243793,1244527,-1,375,0.0058252427184466,735,3,flagellar brake protein YcgR
b1195,ymgE,0,1244728,1244982,1,0,0,255,0,PF04226 family protein YmgE
b1196,ycgY,0,1245160,1245600,1,377,0.0161812297734628,441,5,uncharacterized protein YcgY
b1197,treA,0,1245679,1247376,-1,2482,0.0142857142857143,1698,17,periplasmic trehalase
b1198,dhaM,0,1247696,1249114,-1,4507,0.0170854271356784,1419,17,dihydroxyacetone kinase subunit M
b1199,dhaL,0,1249125,1249757,-1,201,0.00898876404494382,633,4,dihydroxyacetone kinase subunit L
b1200,dhaK,0,1249768,1250838,-1,990,0.0106524633821571,1071,8,dihydroxyacetone kinase subunit K
b1201,dhaR,0,1251066,1252985,1,2549,0.015625,1920,21,DNA-binding transcriptional dual regulator DhaR
b1202,ycgV,0,1253085,1255952,-1,3472,0.0139442231075697,2868,28,putative autotransporter adhesin YcgV
b1203,ychF,0,1256721,1257812,-1,1,0.00130548302872063,1092,1,redox-responsive ATPase YchF
b1204,pth,0,1257929,1258513,-1,0,0,585,0,peptidyl-tRNA hydrolase
b1205,ychH,0,1258791,1259069,1,446,0.0101522842639594,279,2,stress-induced protein
b1206,dauA,0,1259124,1260803,-1,2963,0.0110544217687075,1680,13,aerobic C4-dicarboxylate transporter DauA
b1207,prs,0,1260928,1261875,-1,1,0.00150602409638554,948,1,ribose-phosphate diphosphokinase
b1208,ispE,0,1262026,1262877,-1,3,0.00334448160535117,852,2,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
b1209,lolB,0,1262877,1263500,-1,0,0,624,0,outer membrane lipoprotein LolB
b1210,hemA,0,1263714,1264970,1,415,0.00340522133938706,1257,3,glutamyl-tRNA reductase
b1211,prfA,0,1265012,1266094,1,84,0.00131752305665349,1083,1,peptide chain release factor RF1
b1212,prmC,0,1266094,1266927,1,49,0.0102739726027397,834,6,protein-(glutamine-N(5)) methyltransferase
b1213,ychQ,0,1266924,1267316,1,661,0.0180505415162455,393,5,SirB family protein YchQ
b1214,ychA,0,1267320,1268129,1,682,0.00704225352112676,810,4,transglutaminase-like/TPR repeat-containing protein
b1215,kdsA,0,1268165,1269019,1,38,0.00500834724540901,855,3,3-deoxy-D-manno-octulosonate 8-phosphate synthase
b4419,ldrA,0,1269168,1269275,-1,0,0,108,0,small toxic polypeptide LdrA
b4420,rdlA,0,1269323,1269389,1,0,0,67,0,
b4421,ldrB,0,1269703,1269810,-1,0,0,108,0,small toxic polypeptide LdrB
b4422,rdlB,0,1269858,1269923,1,0,0,66,0,
b4423,ldrC,0,1270238,1270345,-1,0,0,108,0,small toxic polypeptide LdrC
b4424,rdlC,0,1270393,1270460,1,0,0,68,0,
b1216,chaA,0,1270749,1271849,-1,1215,0.0103761348897536,1101,8,Na(+)/K(+):H(+) antiporter ChaA
b1217,chaB,0,1272119,1272349,1,1672,0.0306748466257669,231,5,putative cation transport regulator ChaB
b1218,chaC,0,1272507,1273202,1,1976,0.0184426229508197,696,9,glutathione-specific gamma-glutamylcyclotransferase
b1219,ychN,0,1273246,1273599,-1,0,0,354,0,DsrE/F sulfur relay family protein YchN
b1220,ychO,0,1273784,1275178,1,2822,0.0194472876151484,1395,19,putative invasin YchO
b1221,narL,0,1275179,1275829,-1,318,0.0087527352297593,651,4,DNA-binding transcriptional dual regulator NarL
b1222,narX,0,1275822,1277618,-1,1615,0.0135027799841144,1797,17,sensory histidine kinase NarX
b1223,narK,0,1277957,1279348,1,848,0.0102459016393443,1392,10,nitrate:nitrite antiporter NarK
b1224,narG,0,1279864,1283607,1,2697,0.0106788710907704,3744,28,nitrate reductase A subunit alpha
b1225,narH,0,1283604,1285142,1,1375,0.0139017608897127,1539,15,nitrate reductase A subunit beta
b1226,narJ,0,1285139,1285849,1,435,0.00400801603206413,711,2,nitrate reductase 1 molybdenum cofactor assembly chaperone
b1227,narI,0,1285849,1286526,1,33,0.00630252100840336,678,3,nitrate reductase A subunit gamma
b1228,ychS,0,1286709,1286984,1,0,0,276,0,putative uncharacterized protein YchS
b4425,rttR,0,1287066,1287236,-1,0,0,171,0,
b1229,tpr,0,1287087,1287176,-1,0,0,90,0,protamine-like protein
b1230,tyrV,0,1287244,1287328,-1,0,0,85,0,
b1231,tyrT,0,1287538,1287622,-1,0,0,85,0,
b1232,purU,0,1287782,1288624,-1,716,0.011844331641286,843,7,formyltetrahydrofolate deformylase
b1233,ychJ,0,1288674,1289132,-1,268,0.00928792569659443,459,3,NTF2-like domain-containing protein YchJ
b1234,rssA,0,1289245,1290150,1,237,0.00628930817610063,906,4,putative patatin-like phospholipase RssA
b1235,rssB,0,1290242,1291255,1,2900,0.0225352112676056,1014,16,regulator of RpoS
b1236,galU,0,1291457,1292365,1,0,0,909,0,UTP--glucose-1-phosphate uridylyltransferase
b1237,hns,0,1292509,1292922,-1,0,0,414,0,DNA-binding transcriptional dual regulator H-NS
b1238,tdk,0,1293527,1294144,1,704,0.0115207373271889,618,5,thymidine/deoxyuridine kinase
b4573,insZ,0,1294426,1295322,-1,109,0.00794912559618442,897,5,pseudogene
b1241,adhE,0,1295446,1298121,-1,1883,0.00853788687299893,2676,16,aldehyde-alcohol dehydrogenase
b1242,ychE,0,1298598,1299245,1,116,0.0066079295154185,648,3,putative inner membrane protein
b4711,insH21,0,1299531,1300547,1,0,0,1017,0,IS5 transposase and trans-activator
b1243,oppA,0,1301182,1302813,1,951,0.0034965034965035,1632,4,oligopeptide ABC transporter periplasmic binding protein
b1244,oppB,0,1302899,1303819,1,1860,0.00775193798449612,921,5,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB
b1245,oppC,0,1303834,1304742,1,12,0.00156985871271586,909,1,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC
b1246,oppD,0,1304754,1305767,1,201,0.00563380281690141,1014,4,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD
b1247,oppF,0,1305764,1306768,1,251,0.00425531914893617,1005,3,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF
b1248,yciU,0,1306821,1307150,-1,0,0,330,0,DUF440 domain-containing protein YciU
b1249,clsA,0,1307185,1308645,-1,1840,0.0127077223851417,1461,13,cardiolipin synthase A
b4595,yciY,0,1308788,1308961,1,0,0,174,0,uncharacterized protein YciY
b1250,kch,0,1309016,1310269,-1,1086,0.00911161731207289,1254,8,K(+) channel Kch
b1251,yciI,0,1310569,1310865,-1,0,0,297,0,protein YciI
b1252,tonB,0,1311089,1311808,1,647,0.0218253968253968,720,11,Ton complex subunit TonB
b1253,yciA,0,1311848,1312246,-1,0,0,399,0,acyl-CoA thioesterase
b1254,yciB,0,1312351,1312890,-1,0,0,540,0,inner membrane protein
b1255,yciC,0,1312920,1313663,-1,1251,0.0134099616858238,744,7,putative inner membrane protein
b1256,ompW,0,1314020,1314658,1,915,0.0155902004454343,639,7,outer membrane protein W
b1257,yciE,0,1314718,1315224,-1,0,0,507,0,DUF892 domain-containing protein YciE
b1258,yciF,0,1315270,1315770,-1,2,0.0056980056980057,501,2,DUF892 domain-containing protein YciF
b1259,yciG,0,1315856,1316035,-1,0,0,180,0,protein YciG
b1260,trpA,0,1316416,1317222,-1,89,0.00353982300884956,807,2,tryptophan synthase subunit alpha
b1261,trpB,0,1317222,1318415,-1,389,0.00717703349282297,1194,6,tryptophan synthase subunit beta
b1262,trpC,0,1318427,1319788,-1,1207,0.0157232704402516,1362,15,fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
b1263,trpD,0,1319789,1321384,-1,3347,0.0196779964221825,1596,22,anthranilate synthase subunit TrpD
b1264,trpE,0,1321384,1322946,-1,2685,0.0136986301369863,1563,15,anthranilate synthase subunit TrpE
b1265,trpL,0,1323038,1323082,-1,1,0.0303030303030303,45,1,trp operon leader peptide
b1266,yciV,0,1323220,1324101,1,161044,0.0161812297734628,882,10,RNA/ssDNA 5'->3' exonuclease
b1267,yciO,0,1324098,1324718,1,952,0.0114942528735632,621,5,putative RNA-binding protein YciO
b1268,yciQ,0,1324746,1326641,1,4616,0.0173192771084337,1896,23,DUF2207 domain-containing protein YciQ
b1269,rluB,0,1326852,1327727,1,142,0.00325732899022801,876,2,23S rRNA pseudouridine(2605) synthase
b1270,btuR,0,1327767,1328357,-1,584,0.00963855421686747,591,4,cobinamide/cobalamin adenosyltransferase
b1271,yciK,0,1328354,1329112,-1,1,0.00187617260787992,759,1,putative oxidoreductase
b1272,sohB,0,1329332,1330381,1,1050,0.00543478260869565,1050,4,S49 peptidase family protein
b1273,yciN,0,1330417,1330668,-1,0,0,252,0,protein YciN
b1274,topA,0,1331048,1333645,1,632,0.00714285714285714,2598,13,DNA topoisomerase 1
b1275,cysB,0,1333855,1334829,1,16,0.00585651537335286,975,4,DNA-binding transcriptional dual regulator CysB
b4522,ymiA,0,1335124,1335288,1,0,0,165,0,uncharacterized protein YmiA
b4523,yciX,0,1335291,1335458,1,0,0,168,0,uncharacterized protein YciX
b4741,ymiC,0,1335572,1335667,1,0,0,96,0,protein YmiC
b1276,acnA,0,1335831,1338506,1,18256,0.0261472785485592,2676,49,aconitate hydratase 1
b1277,ribA,0,1338570,1339160,-1,74,0.00963855421686747,591,4,GTP cyclohydrolase 2
b1278,pgpB,0,1339330,1340094,1,401,0.00558659217877095,765,3,phosphatidylglycerophosphatase B
b1279,lapA,0,1340243,1340551,1,0,0,309,0,lipopolysaccharide assembly protein A
b1280,lapB,0,1340558,1341727,1,10,0.00121951219512195,1170,1,lipopolysaccharide assembly protein B
b1281,pyrF,0,1341921,1342658,1,1,0.00193050193050193,738,1,orotidine-5'-phosphate decarboxylase
b1282,yciH,0,1342658,1342984,1,1,0.00436681222707424,327,1,putative translation factor
b1283,osmB,0,1343110,1343328,-1,26,0.0129032258064516,219,2,osmotically-inducible lipoprotein OsmB
b1284,yciT,0,1343597,1344346,-1,563,0.0152091254752852,750,8,putative DNA-binding transcriptional regulator YciT
b4596,yciZ,0,1344436,1344609,-1,847,0.0327868852459016,174,4,UPF0509 protein YciZ
b1285,pdeR,0,1344757,1346742,-1,1749,0.00933908045977012,1986,13,cyclic di-GMP phosphodiesterase PdeR
b4672,ymiB,0,1346796,1346900,1,107,0.04,105,3,putative protein YmiB
b1286,rnb,0,1346978,1348912,-1,47,0.00516605166051661,1935,7,RNase II
b1287,yciW,0,1348980,1350107,-1,638,0.00886075949367089,1128,7,putative oxidoreductase
b1288,fabI,0,1350251,1351039,-1,1,0.00180831826401447,789,1,enoyl-[acyl-carrier-protein] reductase
b1289,ycjD,0,1351407,1351760,-1,666,0.0443548387096774,354,11,DUF559 domain-containing protein YcjD
b1290,sapF,0,1351828,1352634,-1,0,0,807,0,putrescine ABC exporter ATP binding protein SapF
b1291,sapD,0,1352636,1353628,-1,20,0.00430416068866571,993,3,putrescine ABC exporter ATP binding protein SapD
b1292,sapC,0,1353628,1354518,-1,82,0.0032,891,2,putrescine ABC exporter membrane protein SapC
b1293,sapB,0,1354505,1355470,-1,179,0.00442477876106195,966,3,putrescine ABC exporter membrane subunit SapB
b1294,sapA,0,1355467,1357110,-1,2713,0.00868055555555556,1644,10,putative periplasmic binding protein SapA
b1295,ymjA,0,1357423,1357668,-1,771,0.0114942528735632,246,2,DUF2543 domain-containing protein YmjA
b1296,puuP,0,1357802,1359187,-1,1039,0.0154320987654321,1386,15,putrescine:H(+) symporter PuuP
b4742,ymjE,0,1359177,1359341,-1,0,0,165,0,protein YmjE
b1297,puuA,0,1359490,1360908,-1,1339,0.0160804020100503,1419,16,glutamate-putrescine ligase
b1298,puuD,0,1361120,1361884,1,735,0.0130353817504655,765,7,gamma-glutamyl-gamma-aminobutyrate hydrolase
b1299,puuR,0,1361911,1362468,1,334,0.0102040816326531,558,4,DNA-binding transcriptional repressor PuuR
b1300,puuC,0,1362743,1364230,1,251606,0.0182341650671785,1488,19,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
b1301,puuB,0,1364232,1365512,1,476,0.00780379041248606,1281,7,gamma-glutamylputrescine oxidase
b1302,puuE,0,1365550,1366815,1,1094,0.00788288288288288,1266,7,4-aminobutyrate aminotransferase PuuE
b1303,pspF,0,1366935,1367912,-1,1285,0.0189504373177843,978,13,DNA-binding transcriptional dual regulator PspF
b1304,pspA,0,1368079,1368747,1,266,0.00852878464818763,669,4,phage shock protein A
b1305,pspB,0,1368801,1369025,1,2,0.00628930817610063,225,1,phage shock protein B
b1306,pspC,0,1369025,1369384,1,3,0.00793650793650794,360,2,phage shock protein C
b1307,pspD,0,1369393,1369614,1,63,0.0256410256410256,222,4,phage shock protein D
b1308,pspE,0,1369689,1370003,1,314,0.00904977375565611,315,2,thiosulfate sulfurtransferase PspE
b1309,ycjM,0,1370216,1371895,1,1484,0.0144557823129252,1680,17,glucosylglycerate phosphorylase
b1310,ycjN,0,1371909,1373201,1,946,0.00882028665931643,1293,8,putative ABC transporter periplasmic binding protein YcjN
b1311,ycjO,0,1373222,1374103,1,1014,0.0275080906148867,882,17,putative ABC transporter membrane subunit YcjO
b1312,ycjP,0,1374090,1374932,1,657,0.011844331641286,843,7,putative ABC transporter membrane subunit YcjP
b1313,ycjQ,0,1374963,1376015,1,980,0.006765899864682,1053,5,putative zinc-binding dehydrogenase YcjQ
b1314,ycjR,0,1376034,1376822,1,716,0.0126582278481013,789,7,putative ketohexose-3-epimerase YcjR
b1315,ycjS,0,1376832,1377887,1,921,0.0148648648648649,1056,11,putative oxidoreductase YcjS
b1316,ycjT,0,1377884,1380151,1,1832,0.0100755667506297,2268,16,kojibiose phosphorylase
b1317,ycjU,0,1380148,1380807,1,109,0.00216450216450216,660,1,beta-phosphoglucomutase
b1318,ycjV,0,1380821,1381789,1,213,0.00441826215022091,969,3,pseudogene
b4524,ymjB,0,1381789,1381902,1,0,0,114,0,pseudogene
b1319,ompG,0,1381947,1382852,1,1413,0.0172955974842767,906,11,outer membrane porin G
b1320,ycjW,0,1382963,1383961,-1,1663,0.00713266761768902,999,5,putative LacI-type DNA-binding transcriptional regulator YcjW
b1321,ycjX,0,1384117,1385514,1,1384,0.0163265306122449,1398,16,DUF463 domain-containing protein YcjX
b1322,ycjF,0,1385511,1386572,1,1025,0.00940860215053763,1062,7,conserved inner membrane protein YcjF
b1323,tyrR,0,1386720,1388261,1,744,0.00555555555555556,1542,6,DNA-binding transcriptional dual regulator TyrR
b1324,tpx,0,1388305,1388811,-1,0,0,507,0,lipid hydroperoxide peroxidase
b1325,ycjG,0,1388930,1389895,1,2059,0.00737463126843658,966,5,L-Ala-D/L-Glu epimerase
b1326,mpaA,0,1389870,1390598,-1,168,0.00587084148727984,729,3,murein tripeptide amidase A
b4525,ymjC,0,1390680,1390862,-1,367,0.0310077519379845,183,4,putative uncharacterized protein YmjC
b4673,ymjD,0,1390868,1390933,-1,0,0,66,0,uncharacterized protein YmjD
b1327,ycjY,0,1390933,1391853,-1,515,0.0108527131782946,921,7,putative hydrolase YcjY
b1328,pgrR,0,1391991,1392890,1,641,0.00952380952380952,900,6,DNA-binding transcriptional repressor PgrR
b1329,mppA,0,1393227,1394840,1,1727,0.0115044247787611,1614,13,murein tripeptide ABC transporter periplasmic binding protein
b1330,ynaI,0,1394891,1395922,-1,9,0.00138121546961326,1032,1,small conductance mechanosensitive channel YnaI
b1331,insH4,0,1396076,1397092,1,0,0,1017,0,IS5 transposase and trans-activator
b1332,ynaJ,0,1397365,1397622,1,0,0,258,0,DUF2534 domain-containing protein YnaJ
b1333,uspE,0,1397672,1398622,-1,1140,0.00749625187406297,951,5,universal stress protein with a role cellular motility
b1334,fnr,0,1398774,1399526,-1,475,0.00378071833648393,753,2,DNA-binding transcriptional dual regulator FNR
b1335,ogt,0,1399721,1400236,-1,0,0,516,0,methylated-DNA--[protein]-cysteine S-methyltransferase
b1336,abgT,0,1400247,1401773,-1,3575,0.0149672591206735,1527,16,p-aminobenzoyl glutamate:H(+) symporter
b1337,abgB,0,1401810,1403255,-1,492,0.0118343195266272,1446,12,p-aminobenzoyl-glutamate hydrolase subunit B
b1338,abgA,0,1403255,1404565,-1,1117,0.014145810663765,1311,13,p-aminobenzoyl-glutamate hydrolase subunit A
b1339,abgR,0,1404741,1405649,1,6,0.00470957613814757,909,3,putative LysR-type DNA-binding transcriptional regulator AbgR
b4426,mcaS,0,1405659,1405751,-1,0,0,93,0,
b1340,smrA,0,1405979,1406542,1,546,0.0151515151515152,564,6,DNA endonuclease SmrA
b1341,dgcM,0,1406563,1407795,-1,1538,0.015028901734104,1233,13,diguanylate cyclase DgcM
b1342,zntB,0,1408050,1409033,1,855,0.0202898550724638,984,14,Zn(2(+)):H(+) symporter
b4699,fnrS,0,1409129,1409247,1,63,0.0117647058823529,119,1,
b4743,ynaL,0,1409308,1409481,1,0,0,174,0,protein YnaL
b1343,dbpA,0,1409511,1410884,1,867,0.0103950103950104,1374,10,ATP-dependent RNA helicase DbpA
b1344,ttcA,0,1411013,1411948,-1,591,0.0121951219512195,936,8,tRNA cytosine(32) 2-sulfurtransferase TtcA
b1345,intR,0,1412000,1413235,-1,0,0,1236,0,Rac prophage; putative integrase
b1346,xisR,0,1413237,1413452,-1,0,0,216,0,Rac prophage; excisionase
b1347,rcbA,0,1413531,1413740,-1,0,0,210,0,Rac prophage; double-strand break reduction protein
b1348,ralR,0,1413733,1413927,-1,0,0,195,0,Rac prophage; endodeoxyribonuclease toxin RalR
b1349,recT,0,1413984,1414793,-1,0,0,810,0,Rac prophage; recombinase, DNA renaturation
b1350,recE,0,1414786,1417386,-1,0,0,2601,0,Rac prophage; exonuclease VIII, ds DNA exonuclease, 5'--> 3' specific
b1351,racC,0,1417488,1417763,-1,0,0,276,0,Rac prophage; protein RacC
b4526,ydaE,0,1417838,1418008,-1,0,0,171,0,Rac prophage; zinc-binding protein
b1352,kilR,0,1418008,1418229,-1,0,0,222,0,Rac prophage; inhibitor of FtsZ, killing protein
b1353,sieB,0,1418671,1419159,1,0,0,489,0,Rac prophage; phage superinfection exclusion protein
b4527,ydaF,0,1419156,1419311,-1,0,0,156,0,Rac prophage; DUF1391 domain-containing protein YdaF
b1355,ydaG,0,1419322,1419456,-1,0,0,135,0,Rac prophage; uncharacterized protein YdaG
b1356,racR,0,1419765,1420241,-1,0,0,477,0,Rac prophage; DNA-binding transcriptional repressor RacR
b1357,ydaS,0,1420365,1420661,1,0,0,297,0,Rac prophage; toxin YdaS
b1358,ydaT,0,1420684,1421106,1,0,0,423,0,Rac prophage; protein YdaT
b1359,ydaU,0,1421119,1421976,1,0,0,858,0,Rac prophage; DUF1376 domain-containing protein YdaU
b1360,ydaV,0,1421983,1422729,1,0,0,747,0,Rac prophage; putative ATP-binding protein YdaV
b1361,ydaW,0,1422752,1423312,1,0,0,561,0,Rac prophage; putative uncharacterized protein YdaW
b1362,rzpR,0,1423345,1423644,1,0,0,300,0,pseudogene
b4528,rzoR,0,1423400,1423585,1,0,0,186,0,Rac prophage; putative lipoprotein
b1363,trkG,0,1423782,1425239,1,0,0,1458,0,Rac prophage; K(+) transporter TrkG
b1365,ynaK,0,1425377,1425640,1,0,0,264,0,Rac prophage; ParB-like nuclease domain-containing protein YnaK
b1366,ydaY,0,1425621,1425980,1,0,0,360,0,Rac prophage; putative uncharacterized protein YdaY
b1368,ynaA,0,1426454,1427482,1,0,0,1029,0,Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA
b4570,lomR,0,1427389,1428984,1,0,0,1596,0,pseudogene
b1370,insH5,0,1427746,1428726,-1,0,0,981,0,Rac prophage; IS5 transposase and trans-activator
b1372,stfR,0,1429049,1432411,1,0,0,3363,0,Rac prophage; putative membrane protein
b1373,tfaR,0,1432411,1432986,1,0,0,576,0,Rac prophage; putative tail fiber assembly protein TfaR
b1374,pinR,0,1433084,1433674,-1,0,0,591,0,Rac prophage; putative site-specific recombinase
b1375,ynaE,0,1433991,1434224,-1,0,0,234,0,Rac prophage; uncharacterized protein YnaE
b4744,ynaM,0,1434293,1434406,-1,0,0,114,0,Rac prophage; protein YnaM
b4638,ttcC,0,1434958,1435008,-1,0,0,51,0,pseudogene
b1376,uspF,0,1435185,1435619,-1,1770,0.019672131147541,435,6,nucleotide binding filament protein
b1377,ompN,0,1435760,1436893,-1,1870,0.0138539042821159,1134,11,outer membrane porin N
b4427,micC,0,1437121,1437229,1,1,0.012987012987013,109,1,
